pool,name,dex,base_id,quote_id,subject_id,subject_cap,bucket,reason,h24,vol_30d
0x78fa9fb7a76c8ea204754a8d4ff301aa29935e8e,"CP / USDC",aerodrome-slipstream-3,cluster-protocol,usd-coin,cluster-protocol,18951669,below,single_subject:cg_mcap,2181802,64895283
0xd30b9fa98713425c0302593d7f8f094be31e9710,"USDT / USDC 0.05%",quickswap-v4-base,l2-standard-bridged-usdt-base,usd-coin,l2-standard-bridged-usdt-base,25685207,below,single_subject:cg_mcap,2026621,21792200
0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,"WETH / cbBTC 0.05%",hydrex-integral,weth,coinbase-wrapped-btc,,,above,both_quote,1984656,62587984
0xf13203ddbf2c9816a79b656a1a952521702715d92fea465b84ae2ed6e94a7f22,"USDT / USDC",uniswap-v4-base,l2-standard-bridged-usdt-base,usd-coin,l2-standard-bridged-usdt-base,25685207,below,single_subject:cg_mcap,1934944,50283775
0x32d17a2050d2bf45fa31566f46899f6dac1307255bfd6e757222de588b0ca478,"Win / WETH 0.01%",uniswap-v4-base,,weth,Win,13367,below,single_subject:gt_fdv,1929411,1929411
0x8930762cccc36040f25fc29db58a8ec22e872a347260d992f39666a3cdce7e5a,"Basecat / USDC 0.9%",uniswap-v4-base,basecat,usd-coin,basecat,23911461,below,single_subject:cg_mcap,1918697,48669609
0x0fc47c17af86078d809358db1b4db2debc988566,"cbZEC / USDC 0.2%",aerodrome-slipstream-3,coinbase-wrapped-zec,usd-coin,coinbase-wrapped-zec,1346758,below,single_subject:cg_mcap,1902077,9078181
0x9e48d016ee76cf53e2de8dc8058c7549c8c202df,"HYPE / WETH 0.05%",aerodrome-slipstream-2,,weth,HYPE,1998316,below,single_subject:gt_fdv,1821955,67013378
0x99cf3e8bfb02c300312c53aac5d0b082e3d5975c,"LAPTOP / USDC 1%",aerodrome-slipstream-3,hunter-biden-s-laptop-3,usd-coin,hunter-biden-s-laptop-3,146295476,above,single_subject:cg_mcap,1776533,19834423
0x82321f3beb69f503380d6b233857d5c43562e2d0,"AERO / WETH 1%",aerodrome-slipstream,aerodrome-finance,weth,aerodrome-finance,588187647,above,single_subject:cg_mcap,1704362,28397457
0x85f1aa3a70fedd1c52705c15baed143e675cd626,"NOCK / USDC",aerodrome-base,nockchain,usd-coin,nockchain,86854843,below,single_subject:cg_mcap,1697070,18401477
0x8356320a0db330746136ba9e748a5d07c0f97eab2e50b4ded222569ff3da3b8e,"cbETH / ETH 0.005%",uniswap-v4-base,coinbase-wrapped-staked-eth,ethereum,,,above,both_quote,1666654,20052179
0x24732e5305b655500c90f615fbb6a4040407d948fb4e7092fbfdaa68b089d103,"LOOP / WETH 0.01%",uniswap-v4-base,,weth,LOOP,390930,below,single_subject:gt_fdv,1637560,0
0xb90fe999be6869af0afc557dccfbe169ea3403d6,"cbXRP / WETH 0.02%",aerodrome-slipstream-3,coinbase-wrapped-xrp,weth,coinbase-wrapped-xrp,171538737,above,single_subject:cg_mcap,1568187,78752473
0x01271a205e3f37cbfc9b353170d726060e193c0d,"VVV / DIEM 0.008%",aerodrome-slipstream-3,venice-token,diem,diem,69649404,below,min_cap_of_two:cg_mcap,1533357,16716652
0x3f0296bf652e19bca772ec3df08b32732f93014a,"VIRTUAL / WETH 0.05%",aerodrome-slipstream,virtual-protocol,weth,virtual-protocol,423526790,above,single_subject:cg_mcap,1460552,89145608
0x18816b0a9ffba7fae928ed0315c756ffe9fba1eb6eaf18236ce82c700ddd20d7,"Basecat / ETH 0.2%",uniswap-v4-base,basecat,ethereum,basecat,23911461,below,single_subject:cg_mcap,1459226,18493537
0x41084f2d35b54dc0d070fbf76aa52c46f5d9c7e36c163252064b6b184d9429d9,"BLUECHIP / NVDAc",o1-launchpad,blue-chip-4,nvidia-coinbase-tokenized-stock,nvidia-coinbase-tokenized-stock,3516113,below,min_cap_of_two:cg_mcap,1379972,30523740
0x0392b12a1ceb0cd13af5ea448cf5586ea609852d,"ZEN / WETH 0.15%",aerodrome-slipstream,zencash,weth,zencash,120803643,above,single_subject:cg_mcap,1379286,62394758
0x44acda02fdfc8ecaace6fefd1c77b1c0b981ab92f10c00619b0ec5fdb74ccd3b,"STONKFLY / GOOGLc",bankr,,alphabet-coinbase-tokenized-stock,STONKFLY,154268,below,min_cap_of_two:gt_fdv,1350105,1652568
0x47ca96ea59c13f72745928887f84c9f52c3d7348,"cbETH / WETH 0.05%",aerodrome-slipstream,coinbase-wrapped-staked-eth,weth,,,above,both_quote,1321875,74302243
0x4b095f294d8efca4b50b948865e68262025a68ba80e759b5b75cddb995c6b43f,"BLUECHIP / USDC 1%",uniswap-v4-base,blue-chip-4,usd-coin,blue-chip-4,19257245,below,single_subject:cg_mcap,1319006,13194654
0x99f0364e162a36a77e5d77b5eeb56539563735a3,"TAO / USDC 0.001%",aerodrome-slipstream-3,bittensor,usd-coin,bittensor,2286295870,above,single_subject:cg_mcap,1270764,10408917
0x8df6dd38d718bd726374521c2dcfe90eb9cb7d43,"SOL / cbBTC 0.05%",pancakeswap-v3-base,base-bridged-sol-base,coinbase-wrapped-btc,base-bridged-sol-base,4854029,below,single_subject:cg_mcap,1237139,41124534
0xa4fdd479eda160671636e2ecf8f993cbf86258a8,"AERO / USDC 0.05%",aerodrome-slipstream,aerodrome-finance,usd-coin,aerodrome-finance,588187647,above,single_subject:cg_mcap,1208269,25706927
0x370d9e6bacfd8f46c05e58e9334cd0a794f43970905d6db739452d3eefe01e0e,"AI / WETH 0.01%",uniswap-v4-base,,weth,AI,10910,below,single_subject:gt_fdv,1149459,1118652
0xe2b8c33ae97658cead06afd47c7f3857e5851871,"JitoSOL / cbBTC 0.01%",uniswap-v3-base,jito-staked-sol,coinbase-wrapped-btc,,,above,both_quote,1129921,35988291
0x9ed2b133457a9debb64997f932b15a0a81f61718e8a267a4b36fab7b960d788a,"USDT / USDC",pancakeswap-infinity-clmm-base,l2-standard-bridged-usdt-base,usd-coin,l2-standard-bridged-usdt-base,25685207,below,single_subject:cg_mcap,1127628,10746814
